universe,period,factor_id,name,intro,algorithmIntro,compound_return_1q,annual_return_1q,annual_ex_return_1q,max_drawdown_1q,sharpe_1q,turnover_mean_1q,compound_return_5q,annual_return_5q,annual_ex_return_5q,max_drawdown_5q,sharpe_5q,turnover_mean_5q,compound_return_ls,annual_return_ls,max_drawdown_ls,sharpe_ls,turnover_mean_ls,annual_return_bm,ic_mean,ir,good_ic,status,compound_return_ls2,annual_return_ls2,max_drawdown_ls2,sharpe_ls2,turnover_mean_ls2
hs300,1y,a61e4e3c977bf8176c9338ae88e672a7,total_operating_cost_ttm,营业总成本TTM, 计算过去12个月的 营业总成本 之和,0.261022,0.273266,0.000909,0.077996,1.447459,0.011251,0.185852,0.194305,-0.061163,0.114688,1.200576,0.007850,-0.070244,-0.073062,0.187187,-0.945756,0.009550,0.272110,0.007623,0.073788,0.841667,0,0.060936,0.063554,0.122447,0.197027,0.009550
hs300,1y,7cc1375bda176ba82107bab54bbd367b,quick_ratio,速动比率, 速动比率=(流动资产合计-存货)/ 流动负债合计,0.358245,0.375685,0.081419,0.108610,1.942304,0.005172,0.206447,0.215918,-0.044173,0.092747,1.125707,0.006514,-0.120010,-0.124685,0.141333,-1.406439,0.005843,0.272110,0.000119,0.001742,0.733333,0,0.121508,0.126880,0.093446,0.741967,0.005843
hs300,1y,f6f8a293ec2d5c4aaf5ff1500037b534,Skewness20,个股收益的20日偏度, 取21个交易日的收盘价数据，计算日收益率，再计算其偏度,0.171821,0.179589,-0.072731,0.114378,1.114651,0.159206,0.296212,0.310300,0.030021,0.120980,1.795568,0.145029,0.102711,0.107213,0.110256,0.576975,0.152117,0.272110,-0.009811,-0.112540,0.795833,0,-0.104875,-0.108997,0.161148,-1.279044,0.152117
hs300,1y,b83f078be33a2f002588a31d77a82141,total_profit_growth_rate,利润总额增长率, 利润总额增长率=(今年利润总额（TTM）/去年利润总额（TTM）)-1,0.156708,0.163746,-0.085185,0.125474,1.125985,0.009242,0.562619,0.591953,0.251427,0.113883,2.728728,0.010486,0.346235,0.363016,0.132556,1.693145,0.009864,0.272110,0.013370,0.122012,0.841667,0,-0.282892,-0.292760,0.287502,-1.744215,0.009864
hs300,1y,5916a14fce6e18ecad83a3eb21907a2f,non_operating_net_profit_ttm,营业外收支净额TTM, 营业外收入（TTM） - 营业外支出（TTM）,0.150852,0.157609,-0.090009,0.116754,0.938805,0.008272,0.043165,0.045003,-0.178528,0.092987,0.050817,0.007712,-0.098747,-0.102643,0.167494,-1.868108,0.007992,0.272110,-0.005212,-0.091722,0.745833,0,0.103351,0.107882,0.075053,0.889016,0.007992
hs300,1y,2bf8ef8144443b3e8b0806d25c7758ca,intangible_asset_ratio,无形资产比率, 无形资产比率=(无形资产+研发支出+商誉)/总资产,0.693740,0.731339,0.360997,0.111535,3.529860,0.004170,0.190853,0.199552,-0.057038,0.135448,0.970936,0.002365,-0.307793,-0.318322,0.309331,-2.554702,0.003267,0.272110,-0.006640,-0.090524,0.854167,0,0.416976,0.437704,0.093480,2.835481,0.003267
hs300,1y,94cba3367a69cb662fb8b3559a3bd925,np_parent_company_owners_growth_rate,归属母公司股东的净利润增长率, (今年归属于母公司所有者的净利润（TTM）/去年归属于母公司所有者的净利润（TTM）)-1,0.137073,0.143176,-0.101355,0.129169,0.946766,0.009871,0.558507,0.587590,0.247997,0.109600,2.756549,0.009792,0.367011,0.384934,0.127673,1.888292,0.009831,0.272110,0.013358,0.126967,0.841667,0,-0.291769,-0.301876,0.307394,-1.871550,0.009831
hs300,1y,081571d105231cf9e00c4ea062f877bf,MLEV,市场杠杆, 市场杠杆=非流动负债合计/(非流动负债合计+总市值),0.683345,0.720272,0.352298,0.097048,3.191110,0.011534,0.188856,0.197456,-0.058685,0.083548,1.091971,0.016759,-0.309588,-0.320164,0.334662,-2.469774,0.014146,0.272110,0.006465,0.060436,0.883333,0,0.418490,0.439304,0.060699,2.738170,0.014146
hs300,1y,7cb2ab6d1b26f1133ce70ae0a7277032,Kurtosis20,个股收益的20日峰度, 取21个交易日的收盘价数据，计算日收益率，再计算其峰度值,0.136490,0.142564,-0.101835,0.131916,0.680108,0.187321,0.292663,0.306564,0.027084,0.076845,2.105251,0.154335,0.126247,0.131840,0.056125,0.773782,0.170828,0.272110,0.002267,0.032359,0.745833,0,-0.124032,-0.128852,0.177957,-1.422636,0.170828
hs300,1y,e8e60e877b4558bdf9f3dd0c9f95eaae,sharpe_ratio_20,20日夏普比率, （Rp - Rf） / Sigma p 其中，Rp是个股的年化收益率，Rf是无风险利率（在这里设置为0.04），Sigma p是个股的收益波动率（标准差）,0.132836,0.138739,-0.104843,0.107236,0.774221,0.176984,0.558331,0.587403,0.247850,0.104410,2.914791,0.182196,0.370196,0.388296,0.135697,2.100193,0.179590,0.272110,-0.018365,-0.132934,0.870833,0,-0.289441,-0.299486,0.314935,-2.047072,0.179590
